SMILES,134_KAC,134_KAH,140_KAC,140_KAD,148_KAG,154_KAN,156_KAE,168_KAK,178_KAA,182_KAD,192_KAO,200_KAR,204_KAM,210_KAF,212_KAL,216_KAA,216_KAN,220_KAH,222_KAV,22_KAI,22_KAJ,260_KAF,268_KAL,284_KAJ,286_KAM,290_KBA,296_KAW,304_KAQ,310_KAQ,314_KAF,322_KAK,340_KAH,342_KAI,34_KAS,56_KAS,58_KAF,72_KAI,80_KAD,8_KAI,92_KAM,104_KAF
O=c1cc(-c2ccc(OCCOCCOCCOCCO)cc2)oc2cc(O)cc(O)c12,-7.3,-6.3,-5.2,-7.0,-8.3,-5.8,-6.9,-7.6,-6.5,-8.6,-9.7,-6.5,-5.4,-9.3,-6.7,-8.3,-7.1,-5.6,-7.0,-7.4,-6.5,-7.3,-8.9,-6.4,-7.3,-6.9,-9.5,-8.8,-7.9,-5.3,-7.0,-7.5,-6.4,-8.5,-6.9,-7.9,-8.1,-5.5,-6.5,-5.4,-8.2
CNC=C1C=C(C=O)c2cccnc2C1=O,-6.4,-7.0,-5.6,-6.0,-7.7,-5.4,-6.2,-6.5,-7.2,-7.5,-7.9,-4.4,-5.1,-7.5,-6.9,-8.6,-8.1,-5.3,-6.3,-6.4,-6.9,-6.4,-7.3,-6.4,-4.7,-7.5,-8.6,-7.3,-6.9,-6.2,-6.1,-6.2,-5.8,-7.2,-6.0,-6.9,-5.4,-6.6,-5.7,-7.2,-7.8
CC1CCN(CCCOc2ccc(=O)n(-c3ccc(Cl)c(Cl)c3)n2)CC1,-6.9,-8.8,-8.4,-6.3,-7.0,-7.1,-5.5,-7.0,-6.8,-7.8,-8.1,-7.9,-5.8,-8.1,-6.0,-9.6,-6.4,-5.5,-5.5,-6.9,-5.4,-6.1,-7.3,-5.7,-6.5,-6.4,-7.9,-7.7,-6.2,-8.2,-6.2,-7.0,-5.5,-5.8,-6.9,-6.6,-7.0,-6.0,-7.2,-4.9,-6.7
CC(=Cc1ccccc1)CN(C)Cc1cccc2ccccc12,-6.1,-5.9,-5.0,-5.9,-7.9,-4.9,-5.6,-6.0,-6.4,-7.0,-7.8,-5.0,-4.5,-7.2,-6.3,-9.3,-5.6,-4.7,-6.9,-7.2,-7.4,-7.4,-6.3,-5.0,-7.2,-7.3,-7.4,-6.5,-7.2,-5.1,-5.4,-6.0,-6.0,-5.0,-5.7,-6.9,-7.8,-6.1,-5.6,-4.8,-7.0
Fc1ccc(C(CCCN2CCN(c3nsc4ccccc34)CC2)c2ccc(F)cc2)cc1,-6.8,-5.5,-4.8,-6.1,-6.0,-4.8,-5.4,-6.1,-6.4,-7.7,-9.1,-5.4,-5.1,-7.7,-5.5,-6.9,-6.8,-5.4,-5.1,-5.6,-8.5,-5.2,-8.1,-7.2,-5.7,-5.6,-8.7,-6.9,-6.7,-4.6,-6.3,-6.6,-5.8,-6.0,-6.9,-5.5,-7.0,-5.3,-6.6,-7.4,-5.6
CCc1ccc(CN2CCCCC(NC(=O)c3cc(-c4ccccc4F)cs3)C2)cc1,-6.1,-8.7,-8.0,-6.3,-7.9,-7.3,-6.7,-5.8,-5.8,-6.8,-7.3,-8.3,-6.2,-7.4,-5.1,-6.6,-5.3,-7.5,-6.2,-6.5,-6.9,-6.8,-6.5,-4.2,-7.4,-6.6,-7.3,-6.7,-6.7,-7.9,-5.5,-5.9,-5.2,-6.5,-7.9,-7.2,-8.2,-6.0,-7.8,-6.1,-7.3
COc1cc2c(C=C3C(=O)Nc4cccc(Cl)c43)c(Cl)n(Cc3ccc(Cl)cc3)c2cc1C,-6.5,-6.9,-6.5,-6.6,-8.6,-5.8,-7.0,-6.3,-6.1,-7.3,-8.9,-4.9,-5.0,-8.3,-5.7,-7.3,-6.7,-5.8,-7.6,-7.7,-8.5,-7.4,-8.2,-5.7,-7.5,-8.2,-8.7,-7.3,-7.2,-6.8,-6.1,-6.8,-6.5,-5.9,-6.9,-8.2,-8.1,-4.7,-6.3,-5.7,-8.5
COc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2cccnc2)cc1OC,-8.0,-6.7,-5.6,-5.8,-7.9,-6.2,-6.6,-6.2,-7.9,-8.5,-9.4,-4.4,-6.2,-8.5,-7.3,-8.1,-8.1,-7.3,-6.2,-6.3,-7.7,-6.2,-7.7,-7.4,-7.7,-6.8,-8.3,-6.7,-7.9,-5.8,-5.8,-7.6,-6.2,-5.5,-8.7,-6.6,-9.0,-5.8,-8.1,-6.0,-6.5
Cn1cc(-c2ccc3ncc4c(c3n2)n(C2CCC(O)CC2)c(=O)n4C)cn1,-6.2,-6.6,-5.9,-6.0,-8.8,-7.0,-7.2,-6.2,-5.9,-7.2,-8.3,-6.5,-6.5,-8.3,-6.4,-7.3,-6.4,-7.9,-8.2,-9.0,-9.0,-9.0,-7.1,-5.7,-5.3,-8.3,-8.3,-6.8,-6.2,-6.0,-6.2,-6.2,-5.6,-5.2,-8.0,-8.6,-5.8,-6.8,-8.0,-5.1,-9.1
CCc1cc(NC2CCCC2CO)n2nc(C)c(C)c2n1,-6.3,-6.3,-5.6,-6.0,-9.2,-4.9,-6.9,-5.9,-7.4,-6.3,-7.8,-5.8,-6.4,-7.7,-8.0,-6.2,-8.8,-6.6,-8.6,-9.3,-6.3,-8.2,-6.1,-7.5,-7.0,-8.2,-7.2,-6.5,-6.6,-5.9,-5.5,-5.5,-6.2,-5.9,-8.3,-8.0,-7.4,-6.2,-7.1,-4.7,-9.7
Cn1cc(-c2ccc(Cl)cc2Cl)c(C(c2ccccc2)N2C=CNC2)c1,-6.4,-5.7,-5.3,-6.5,-8.4,-5.4,-7.2,-6.8,-7.9,-8.4,-7.5,-6.2,-4.5,-7.7,-7.4,-6.2,-9.0,-5.0,-7.2,-8.0,-7.3,-8.4,-8.0,-7.2,-5.6,-8.9,-9.0,-7.7,-6.5,-4.9,-6.2,-6.3,-5.3,-6.2,-5.6,-6.9,-5.5,-7.4,-5.6,-6.3,-8.6
CC(C)c1cccc(C(C)C)c1NC(=O)Nc1nn[nH]n1,-5.3,-7.0,-6.3,-5.2,-6.9,-6.2,-5.6,-5.0,-7.7,-5.9,-6.8,-6.8,-5.6,-5.8,-7.5,-6.8,-8.2,-5.7,-5.6,-5.7,-5.5,-5.7,-5.3,-7.4,-5.3,-5.8,-6.1,-5.7,-6.0,-6.6,-4.7,-4.9,-4.7,-6.4,-7.4,-4.8,-5.6,-6.9,-7.1,-6.4,-6.0
COc1cccc(-n2nc3c(c2-c2ccc(C)c(Cl)c2)C(=O)CCC3)c1,-6.4,-7.3,-6.3,-6.6,-8.2,-5.9,-6.8,-6.1,-5.5,-7.3,-8.0,-6.6,-4.6,-7.6,-4.8,-7.7,-6.0,-5.2,-6.3,-7.5,-6.1,-6.9,-7.6,-5.0,-7.6,-7.6,-8.3,-7.2,-7.1,-6.4,-6.1,-7.0,-5.8,-6.9,-5.8,-7.7,-8.3,-7.2,-5.7,-4.8,-7.7
Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)Cc3c(F)cccc3Cl)CC2)c(C)c1,-7.6,-5.7,-5.2,-7.3,-6.8,-5.7,-6.1,-7.3,-7.7,-8.5,-9.3,-5.5,-4.4,-9.2,-6.7,-8.5,-7.0,-5.1,-5.8,-6.3,-8.9,-5.7,-8.3,-6.2,-7.2,-6.1,-9.4,-8.5,-8.1,-5.3,-7.3,-7.8,-7.8,-6.0,-6.0,-6.1,-7.8,-5.2,-5.3,-5.8,-6.6
CCCN(c1ccccc1F)S(=O)(=O)c1cc(-c2cc(C)no2)ccc1OC,-6.5,-6.7,-5.9,-6.0,-6.7,-5.9,-5.7,-6.2,-6.4,-7.8,-8.0,-6.1,-6.3,-7.6,-5.4,-8.3,-5.7,-7.0,-5.3,-5.6,-7.7,-5.7,-6.7,-4.5,-5.1,-6.4,-7.6,-6.8,-5.9,-6.0,-5.7,-6.1,-5.2,-6.3,-8.4,-5.8,-5.3,-6.2,-8.3,-4.7,-6.1
C=C(C)CNC(=S)N(N)c1ccc2ccccc2c1,-8.3,-5.9,-4.6,-7.2,-9.6,-4.5,-7.8,-7.5,-5.9,-8.8,-10.1,-5.8,-6.1,-9.2,-5.7,-7.4,-5.7,-6.7,-8.1,-9.2,-6.2,-8.6,-8.2,-4.9,-5.8,-8.6,-9.9,-8.3,-8.9,-5.2,-7.0,-7.2,-7.0,-6.7,-7.7,-9.5,-6.2,-5.1,-8.0,-5.2,-9.9
C=CC(C)(C)OCC1NC(=O)CNC(=O)C2CCCN2C(=O)C(C(C)CC)NC(=O)c2csc(n2)C(CC(C)C)NC1=O,-9.3,-5.9,-5.3,-8.5,-8.8,-5.5,-7.4,-6.8,-7.7,-8.6,-10.0,-6.1,-4.3,-9.5,-7.6,-7.4,-8.6,-5.2,-7.9,-8.7,-6.6,-7.9,-8.4,-7.7,-7.8,-7.9,-8.7,-7.4,-9.1,-5.5,-7.4,-8.1,-7.1,-6.8,-5.8,-8.6,-8.3,-4.7,-5.8,-6.3,-9.2
CCCn1c(SCC(=O)O)nc2ccccc21,-8.2,-7.6,-6.8,-7.1,-6.5,-6.2,-5.7,-8.5,-7.1,-9.0,-9.9,-6.4,-5.1,-8.8,-7.3,-7.6,-8.7,-5.2,-5.5,-5.9,-8.1,-5.4,-10.0,-6.8,-4.7,-6.2,-10.6,-8.5,-7.3,-6.9,-7.6,-7.0,-8.4,-6.4,-6.8,-5.9,-5.3,-7.1,-6.1,-5.2,-6.2
CCc1cc(-c2oncc2-c2ccc(OC)cc2)c(OCc2ccccc2)cc1OC,-5.5,-5.8,-5.1,-5.3,-7.2,-5.0,-5.8,-5.2,-5.6,-6.5,-7.3,-6.4,-6.8,-6.1,-5.4,-7.5,-5.8,-7.4,-6.3,-5.9,-5.6,-6.4,-6.3,-4.8,-4.4,-7.1,-6.9,-5.9,-5.2,-5.4,-5.1,-5.7,-5.3,-4.8,-8.0,-5.8,-5.0,-7.2,-8.2,-6.5,-7.0
CN1CCN(CCc2ccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)cc2)CC1,-7.3,-7.2,-7.0,-6.1,-9.1,-6.6,-7.8,-7.0,-6.0,-7.4,-9.3,-5.4,-4.2,-8.5,-5.4,-7.8,-6.2,-4.8,-8.1,-9.2,-5.3,-7.9,-7.0,-5.7,-7.7,-8.2,-9.2,-7.3,-7.8,-7.4,-6.7,-6.9,-6.2,-5.9,-5.6,-9.0,-8.7,-5.1,-5.0,-5.2,-9.3
CN(C)CCNC(=O)c1cccc2c(N)c3cccc(S(C)(=O)=O)c3nc12,-6.1,-6.2,-5.9,-5.6,-6.5,-5.6,-5.3,-5.3,-7.9,-6.4,-7.1,-5.7,-4.3,-6.6,-7.8,-5.5,-8.1,-4.6,-5.2,-5.4,-9.1,-5.1,-5.8,-7.5,-6.3,-6.0,-6.0,-5.5,-6.3,-5.6,-4.3,-5.5,-5.7,-6.2,-5.3,-5.4,-6.6,-5.7,-4.8,-6.3,-6.1
COc1ccc(-c2nc(Nc3cccc(NC(=O)C4CCNCC4)c3)nc3[nH]cnc23)cc1OC,-5.9,-7.0,-6.2,-5.0,-6.0,-6.1,-5.0,-5.2,-5.6,-6.6,-6.9,-5.4,-6.0,-6.5,-4.8,-7.6,-5.1,-8.0,-5.0,-5.3,-6.6,-4.9,-6.0,-4.4,-6.0,-5.2,-6.3,-6.3,-6.2,-6.1,-4.9,-5.2,-5.8,-6.8,-7.4,-5.1,-7.0,-7.9,-8.9,-7.1,-5.8
O=C(NCc1cc(-c2ccc(=O)n(CCCN3CCC(N4CCCC4=O)CC3)n2)ccc1Cl)c1ccccc1,-8.7,-9.0,-7.3,-8.0,-9.1,-6.8,-7.1,-8.3,-5.5,-8.8,-10.2,-7.9,-5.0,-9.8,-4.9,-8.2,-5.1,-5.6,-7.9,-8.3,-6.6,-7.9,-8.4,-4.2,-5.7,-9.2,-9.9,-8.8,-8.7,-7.9,-7.8,-7.4,-7.7,-5.5,-6.6,-8.0,-6.0,-4.5,-6.6,-7.8,-8.8
CC1(C(N)=O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,-8.0,-8.7,-7.9,-7.0,-7.0,-7.3,-6.5,-8.2,-6.7,-9.1,-9.1,-7.0,-5.0,-9.2,-7.7,-8.4,-8.3,-5.8,-6.4,-6.6,-6.2,-6.4,-7.5,-7.4,-5.0,-7.1,-9.0,-7.9,-8.8,-7.8,-7.2,-7.0,-7.3,-5.0,-7.0,-6.4,-5.5,-4.6,-6.1,-7.7,-7.1
CC(C)c1ccccc1C(c1ccns1)N1CCN(C)CC1,-5.9,-8.6,-8.0,-5.6,-7.4,-7.2,-6.3,-5.5,-6.5,-6.1,-7.3,-6.6,-4.5,-6.7,-6.8,-7.3,-6.4,-5.4,-5.7,-6.0,-5.6,-6.1,-5.5,-6.1,-4.5,-6.8,-6.8,-5.5,-6.1,-8.3,-4.7,-5.6,-5.5,-4.9,-6.0,-6.7,-4.7,-7.0,-6.9,-5.0,-6.5
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(C(=O)NC)c2C1,-6.1,-7.0,-6.2,-5.5,-7.4,-5.2,-6.1,-5.8,-6.1,-7.0,-7.7,-6.5,-4.7,-7.2,-5.5,-5.3,-5.8,-5.2,-5.9,-6.8,-5.6,-6.3,-6.6,-5.5,-5.8,-6.6,-7.6,-6.5,-6.4,-5.7,-6.0,-6.3,-5.0,-5.3,-5.8,-6.4,-6.6,-6.2,-6.2,-5.3,-7.2
COc1ccc(OC)c(C(=O)COC(=O)c2ccc([N+](=O)[O-])o2)c1,-8.8,-6.4,-5.7,-8.0,-6.6,-5.0,-6.0,-7.7,-6.7,-8.5,-9.8,-5.6,-5.3,-9.9,-6.5,-6.1,-6.5,-4.8,-5.6,-6.4,-6.7,-5.5,-8.5,-5.1,-7.0,-5.7,-9.9,-9.2,-8.4,-5.4,-7.1,-7.9,-7.6,-4.7,-5.3,-6.1,-6.9,-5.6,-5.0,-6.6,-6.3
O=C1CC(=O)N(c2ccccc2F)C(=O)N1,-5.1,-7.0,-5.8,-5.0,-5.8,-5.5,-5.4,-4.5,-5.4,-5.7,-6.6,-6.1,-5.6,-6.2,-5.7,-6.9,-5.9,-6.1,-4.8,-6.0,-7.4,-4.8,-5.4,-5.0,-4.7,-5.5,-6.7,-5.7,-6.0,-6.6,-4.7,-5.3,-4.9,-6.0,-6.8,-5.3,-5.0,-5.1,-6.9,-6.7,-5.5
Cc1ccc(-c2cn(-c3ccc(CN4CCOCC4)cc3)nn2)cc1Nc1nccc(-c2cccnc2)n1,-5.3,-8.4,-6.9,-5.0,-7.8,-6.5,-6.6,-4.7,-5.2,-5.7,-6.0,-7.4,-5.3,-5.8,-5.6,-5.9,-5.2,-5.8,-6.8,-7.1,-5.8,-6.4,-4.9,-4.7,-5.3,-7.3,-5.6,-4.8,-6.0,-7.1,-4.3,-4.7,-4.8,-5.7,-6.8,-7.0,-5.9,-4.7,-6.8,-6.7,-7.4
Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)C=Cc2cnc3cccnn23)cc1,-7.7,-7.4,-7.4,-7.7,-8.1,-6.8,-6.8,-7.3,-6.1,-8.4,-9.6,-7.0,-5.2,-10.5,-6.7,-7.2,-6.7,-5.1,-6.9,-7.0,-6.1,-6.9,-7.9,-5.7,-4.7,-8.1,-9.3,-8.1,-9.2,-6.2,-7.0,-7.5,-6.9,-7.4,-5.9,-6.7,-5.2,-4.7,-5.5,-5.3,-7.9
CCCCOC(=O)c1c(N)c2cccnc2n(CC)c1=O,-6.4,-6.1,-5.6,-6.3,-6.1,-5.5,-5.7,-6.3,-6.9,-7.0,-7.4,-5.8,-5.4,-7.9,-6.2,-7.3,-7.9,-4.7,-5.1,-5.9,-5.5,-5.1,-6.7,-6.0,-4.9,-5.7,-7.8,-6.7,-6.9,-5.6,-5.7,-6.6,-6.0,-6.1,-7.0,-5.4,-5.5,-5.8,-6.5,-5.2,-5.9
CC(C)(C)C1CS(=O)(=O)C(c2ccc(F)cc2)S(=O)(=O)C1,-6.1,-6.1,-5.3,-5.6,-7.0,-5.1,-6.3,-5.7,-5.8,-7.2,-7.7,-5.8,-4.2,-7.1,-5.7,-8.7,-5.7,-4.9,-6.0,-6.3,-5.4,-5.2,-6.8,-4.6,-6.5,-6.3,-7.6,-6.7,-5.9,-5.8,-5.5,-5.4,-5.6,-6.0,-5.3,-6.6,-6.8,-5.9,-5.0,-5.5,-6.4
N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1,-6.4,-6.6,-6.1,-6.5,-6.0,-5.6,-5.0,-6.4,-5.3,-6.9,-7.5,-6.7,-4.6,-7.2,-6.4,-7.5,-6.4,-5.6,-4.9,-5.6,-7.6,-4.8,-5.9,-4.9,-4.9,-5.8,-7.3,-6.0,-6.6,-6.4,-5.0,-6.2,-6.0,-8.2,-5.7,-5.4,-5.5,-4.8,-5.9,-5.9,-5.3
CCn1nc(C)c(CN(CCCOC)Cc2ccccn2)c1C,-5.7,-7.5,-6.7,-5.6,-6.4,-6.4,-5.7,-5.7,-4.9,-6.1,-6.7,-5.7,-5.3,-6.1,-5.0,-7.6,-5.0,-6.6,-5.5,-5.6,-5.5,-5.5,-5.4,-4.6,-6.8,-5.8,-6.1,-6.1,-6.6,-6.8,-4.9,-5.5,-6.0,-5.3,-7.5,-5.6,-8.5,-4.9,-6.9,-6.7,-6.7
CSC(CNS(C)(=O)=O)c1cccc(Cl)c1,-4.9,-8.3,-6.6,-5.4,-8.4,-6.5,-6.8,-5.0,-5.4,-5.7,-6.0,-7.7,-4.8,-5.6,-5.3,-10.2,-5.7,-4.8,-6.8,-7.3,-8.1,-6.8,-4.8,-4.6,-5.2,-7.3,-5.4,-5.4,-5.7,-7.4,-4.7,-4.6,-5.5,-4.8,-5.6,-7.4,-6.1,-4.5,-5.3,-7.0,-7.9
COc1ccc(-n2nc3c(NC(=O)c4ccccc4)nc4ncccc4n3c2=O)cc1,-6.6,-8.0,-7.0,-6.3,-6.6,-6.1,-5.5,-6.3,-7.1,-7.1,-8.7,-5.4,-5.6,-7.7,-7.1,-6.4,-7.1,-6.6,-5.6,-5.6,-5.8,-5.1,-7.0,-6.8,-6.4,-5.9,-7.8,-6.9,-7.4,-7.4,-5.6,-6.3,-6.1,-5.6,-7.8,-5.6,-6.8,-4.8,-7.6,-6.2,-6.1
C=C(COC(C)=O)C1CCC2(C)OC3=C(CC12)C(=O)C1(O)COC3C1,-8.0,-6.9,-6.2,-6.4,-8.2,-5.6,-7.5,-6.0,-5.6,-7.2,-8.6,-6.2,-4.8,-8.4,-5.4,-5.8,-5.6,-5.3,-7.4,-6.9,-6.9,-6.9,-7.5,-4.7,-7.5,-8.1,-8.7,-7.0,-8.0,-6.7,-6.4,-6.7,-5.8,-6.8,-6.4,-7.0,-8.2,-6.3,-6.0,-6.1,-8.0
Fc1ccc(CN(C2=NCCN2)c2c(Cl)cccc2Cl)cc1,-5.7,-6.9,-6.4,-5.8,-6.5,-5.8,-5.9,-5.4,-6.7,-5.9,-6.1,-4.8,-5.3,-5.9,-7.2,-7.3,-7.0,-5.5,-5.7,-6.1,-8.0,-6.0,-5.1,-6.9,-7.6,-6.2,-6.0,-6.0,-6.3,-6.8,-5.1,-5.0,-5.2,-4.5,-6.8,-6.2,-8.9,-5.0,-6.4,-6.7,-6.4
CC(C)(C)CC(=O)NCCCCNc1ccnc2cc(Cl)ccc12,-6.2,-7.1,-6.9,-6.0,-8.1,-5.6,-7.0,-5.8,-6.0,-6.2,-7.3,-6.6,-6.6,-6.7,-5.8,-8.4,-6.5,-7.2,-6.3,-5.8,-8.7,-6.3,-5.6,-5.1,-7.7,-7.7,-6.7,-5.4,-7.0,-6.9,-5.2,-5.9,-6.3,-7.2,-8.5,-6.5,-8.8,-6.6,-8.5,-6.8,-7.8
S=C(NCCCn1ccnc1)Nc1ccc2c(c1)OCCO2,-4.9,-8.6,-6.4,-4.8,-9.0,-5.8,-7.3,-4.9,-7.0,-5.8,-6.4,-6.3,-6.5,-5.7,-6.2,-5.4,-6.8,-7.2,-7.9,-9.1,-8.3,-8.5,-5.2,-5.4,-5.1,-8.7,-6.1,-5.5,-5.9,-6.4,-4.4,-4.9,-5.0,-6.6,-8.4,-9.0,-6.4,-5.5,-8.2,-6.6,-8.4
Cn1nnc2c(C(N)=O)ncn2c1=O,-5.7,-7.7,-6.6,-5.3,-10.1,-5.4,-8.1,-5.3,-7.1,-6.1,-6.9,-7.0,-6.0,-6.2,-7.7,-9.0,-8.0,-7.1,-7.8,-8.6,-6.4,-8.1,-5.1,-7.3,-5.2,-8.7,-6.4,-5.7,-6.4,-6.9,-4.8,-5.0,-5.7,-7.3,-8.2,-8.0,-5.8,-5.8,-8.2,-4.4,-9.4
O=c1oc(COc2ccc(Cl)cc2Cl)nc2ccccc12,-7.0,-5.3,-4.7,-6.4,-9.0,-5.3,-7.3,-6.7,-7.8,-7.4,-8.6,-5.4,-5.8,-8.5,-7.7,-7.6,-8.0,-5.8,-8.1,-7.7,-6.4,-7.9,-7.7,-7.2,-5.7,-8.0,-8.1,-7.4,-7.9,-4.7,-6.4,-6.3,-7.0,-5.1,-6.9,-7.4,-6.6,-7.1,-7.0,-6.3,-9.8
O=C(Nc1ccc(Br)cc1)C(c1ccccc1)c1ccccc1,-5.7,-7.1,-6.3,-5.1,-7.1,-5.8,-7.3,-5.0,-7.9,-5.8,-7.0,-5.9,-5.1,-6.8,-7.5,-9.1,-9.3,-5.2,-6.2,-7.1,-6.6,-5.6,-5.6,-7.0,-6.7,-6.8,-6.5,-6.0,-6.2,-7.0,-4.8,-5.5,-5.5,-6.3,-6.3,-7.2,-7.7,-7.5,-5.5,-6.3,-7.1
COC(=N)NS(=O)(=O)c1cccc(N)c1,-6.6,-7.5,-6.8,-6.7,-6.8,-6.3,-5.7,-6.9,-6.8,-7.9,-8.8,-7.2,-4.9,-9.4,-6.1,-7.4,-6.6,-5.9,-5.8,-5.8,-7.9,-5.8,-7.4,-5.4,-5.6,-6.7,-8.6,-7.9,-7.1,-7.0,-6.3,-7.2,-6.7,-7.7,-6.6,-6.1,-7.2,-7.5,-6.7,-7.3,-6.7
CC(C)(C)NCC(O)COc1cccc2c1NC(=O)CC2,-5.8,-8.2,-7.5,-5.4,-7.7,-6.6,-6.8,-5.9,-6.1,-6.0,-6.7,-6.2,-5.6,-6.8,-5.9,-7.9,-5.8,-7.3,-6.8,-6.3,-6.7,-6.3,-6.0,-4.9,-5.1,-6.8,-6.2,-6.0,-6.8,-7.8,-5.4,-5.8,-5.2,-6.7,-8.0,-6.7,-5.9,-5.5,-7.2,-5.8,-7.7
CCCn1c(=O)n(C)c(=O)c2c1ncn2CCN(C)C,-6.1,-6.8,-6.0,-6.1,-8.6,-5.8,-7.5,-5.9,-6.5,-7.1,-8.0,-6.7,-4.5,-8.2,-6.1,-9.2,-6.8,-6.7,-7.2,-8.2,-6.3,-7.2,-7.0,-5.9,-4.8,-7.9,-8.2,-6.9,-6.9,-6.1,-6.2,-5.9,-5.7,-6.1,-7.1,-7.7,-5.6,-4.9,-7.5,-4.4,-8.0
COc1cc2[nH]cc(CCN(C)C(C)C)c2cc1OC,-8.3,-5.4,-4.7,-7.1,-7.5,-4.6,-6.5,-8.0,-7.7,-8.3,-8.9,-6.1,-4.8,-9.3,-7.2,-7.1,-7.2,-5.7,-6.8,-7.6,-6.3,-7.0,-8.5,-6.4,-5.6,-6.6,-8.8,-8.1,-8.9,-5.4,-6.8,-7.2,-7.8,-5.1,-6.3,-7.0,-5.7,-6.0,-6.1,-4.8,-7.4
NC(=O)CC(C1CCCCC1)n1cc(Nc2ncnc3sccc23)cn1,-8.3,-6.3,-5.2,-8.1,-7.0,-5.1,-5.9,-7.5,-7.0,-8.7,-9.7,-6.7,-4.5,-9.4,-6.5,-7.6,-6.8,-5.0,-5.5,-6.4,-6.4,-5.6,-9.2,-6.1,-6.3,-6.0,-10.2,-8.9,-9.2,-5.7,-7.4,-8.1,-7.2,-6.2,-5.9,-6.2,-6.4,-6.1,-5.6,-5.6,-7.0
CC(NC1CCC1)C(=O)c1cccc(Cl)c1,-7.3,-6.6,-5.7,-7.3,-6.3,-5.6,-5.9,-7.5,-5.4,-8.8,-10.7,-6.4,-5.3,-9.2,-5.5,-6.4,-6.5,-6.0,-5.6,-5.7,-7.3,-5.4,-8.5,-5.5,-6.6,-6.0,-10.0,-8.1,-8.2,-5.8,-7.1,-8.1,-7.5,-4.4,-6.5,-5.9,-7.5,-5.7,-6.9,-4.8,-6.1
C=C(C)CN1CCC23c4c5ccc(OC)c4OC2c2n[nH]cc2CC3(O)C1C5,-6.9,-6.0,-5.3,-6.2,-6.8,-5.2,-6.1,-5.7,-5.8,-7.3,-7.8,-5.7,-5.5,-7.3,-5.8,-7.4,-6.1,-6.0,-5.7,-6.6,-7.6,-5.9,-5.7,-4.7,-6.7,-6.3,-7.2,-6.4,-7.1,-5.2,-5.2,-6.3,-6.5,-7.1,-6.8,-6.7,-7.3,-5.5,-6.8,-6.5,-6.4
Cn1c(CCCC(=O)O)nc2ccc(N(CCCl)CCOP(=O)(O)O)cc21,-5.8,-7.5,-6.7,-5.7,-7.9,-5.7,-6.3,-5.3,-5.8,-6.4,-6.8,-4.7,-6.1,-6.8,-5.8,-5.2,-6.2,-6.2,-6.3,-6.9,-7.6,-6.8,-5.7,-5.7,-6.1,-7.2,-6.9,-5.9,-6.3,-6.6,-5.0,-5.2,-5.2,-7.0,-7.7,-6.8,-6.4,-5.6,-6.9,-5.5,-7.7
CC1(C)CN(c2ccccc2)N(Cc2ccc(F)cc2)C1=O,-6.2,-6.7,-6.2,-5.7,-8.6,-6.2,-7.2,-6.0,-6.6,-7.3,-8.0,-5.6,-5.4,-8.3,-6.7,-9.4,-7.3,-5.7,-7.3,-8.4,-6.3,-6.8,-6.8,-6.1,-6.5,-8.0,-7.9,-6.6,-7.1,-6.3,-5.6,-6.4,-6.4,-7.7,-7.7,-7.9,-7.0,-5.8,-6.5,-6.7,-8.3
Cc1cc(Nc2[nH]c(=NC3CCCCC3N)nnc2C(N)=O)cc2cn(C(F)F)nc12,-6.8,-8.6,-6.8,-6.6,-8.4,-6.4,-7.2,-6.7,-7.2,-7.6,-9.7,-5.9,-4.9,-8.5,-7.3,-8.8,-7.6,-5.9,-6.9,-6.7,-7.1,-7.1,-7.4,-6.4,-6.7,-8.0,-8.3,-7.6,-7.9,-7.8,-6.4,-7.0,-7.2,-4.6,-6.6,-7.5,-6.9,-6.5,-6.7,-7.0,-8.1
N=C(N)NCC(=O)NCC1(Cc2cccc3ccccc23)CCN(Cc2ccccc2)CC1,-6.9,-7.2,-5.8,-6.8,-7.5,-5.8,-6.4,-6.6,-6.2,-7.7,-7.6,-6.4,-5.1,-7.6,-7.3,-9.4,-7.7,-5.5,-6.3,-7.3,-7.0,-6.3,-6.7,-6.5,-6.8,-7.0,-8.1,-6.4,-8.2,-6.0,-6.1,-6.5,-5.4,-5.8,-6.8,-6.9,-7.7,-6.4,-6.9,-6.1,-7.8
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1cccc(-c2ccccn2)c1,-5.7,-7.1,-6.1,-5.9,-8.1,-6.0,-6.7,-5.6,-5.8,-6.5,-6.7,-5.7,-5.4,-6.7,-6.4,-6.0,-6.9,-6.2,-6.5,-6.6,-7.2,-6.8,-5.9,-5.5,-6.2,-7.7,-7.2,-6.0,-6.2,-6.7,-5.3,-5.5,-5.5,-4.8,-6.8,-6.3,-7.3,-6.0,-6.8,-7.7,-7.0
